timestamp,open,high,low,close,volume
2025-09-12 19:38:00,4639.0,4639.0,4638.99,4639.0,13.1914
2025-09-12 19:39:00,4637.33,4638.01,4636.75,4636.75,175.5593
2025-09-12 19:40:00,4638.84,4642.39,4638.84,4641.63,462.7802
2025-09-12 19:41:00,4638.7,4641.6,4637.48,4640.94,220.9292
2025-09-12 20:55:00,4678.01,4680.0,4677.36,4679.99,355.9304
2025-09-12 20:56:00,4678.35,4679.02,4676.26,4676.26,151.5385
2025-09-12 20:57:00,4673.22,4673.22,4668.49,4668.49,306.9473
2025-09-12 20:58:00,4670.75,4671.48,4667.73,4667.73,106.0254
2025-09-12 21:00:00,4670.48,4671.88,4670.47,4671.88,23.223
2025-09-12 21:01:00,4663.65,4664.1,4662.01,4662.02,94.9364
2025-09-12 21:02:00,4659.26,4659.27,4658.0,4658.47,72.6179
2025-09-12 21:03:00,4662.51,4662.51,4661.51,4661.55,23.6514
2025-09-12 21:04:00,4662.98,4663.45,4661.41,4661.41,179.0316
2025-09-12 21:05:00,4661.69,4661.69,4660.28,4660.29,33.5664
2025-09-12 21:06:00,4660.7,4670.05,4660.7,4668.4,968.5447
2025-09-12 21:07:00,4660.66,4660.66,4658.48,4658.48,92.0345
2025-09-12 21:09:00,4660.93,4660.94,4657.17,4657.49,224.0019
2025-09-12 21:10:00,4658.27,4661.77,4657.68,4659.45,686.0211
2025-09-12 21:12:00,4664.39,4664.39,4664.38,4664.38,1.5882
2025-09-12 21:13:00,4667.96,4667.96,4667.14,4667.47,17.0095
2025-09-12 21:14:00,4666.91,4668.81,4666.91,4668.8,70.3719
2025-09-12 21:15:00,4668.9,4671.04,4666.88,4666.88,147.9455
2025-09-12 21:16:00,4665.55,4666.62,4665.54,4666.09,45.9234
2025-09-12 21:17:00,4666.7,4668.17,4666.59,4666.97,65.05
2025-09-12 21:18:00,4666.61,4667.28,4666.11,4666.11,22.3487
2025-09-12 21:19:00,4665.1,4665.1,4664.0,4664.07,30.1874
2025-09-12 21:20:00,4663.92,4663.92,4661.9,4661.91,83.4652
2025-09-12 21:22:00,4660.58,4660.59,4660.58,4660.59,2.0297
2025-09-12 21:23:00,4660.75,4660.75,4660.28,4660.29,75.0865
2025-09-12 21:24:00,4659.29,4659.3,4659.29,4659.29,32.8782
2025-09-12 21:25:00,4659.2,4661.26,4659.2,4661.26,37.7872
2025-09-12 21:26:00,4660.71,4662.2,4660.71,4662.19,41.46
2025-09-12 21:26:00,4660.71,4662.2,4660.71,4661.41,89.3041
2025-09-12 21:29:00,4657.64,4657.65,4655.04,4657.32,291.9852
2025-09-12 21:30:00,4660.01,4660.01,4656.0,4656.01,623.5464
2025-09-12 21:31:00,4656.77,4656.78,4656.18,4656.37,80.1658
2025-09-12 21:32:00,4655.75,4655.75,4653.8,4653.8,266.2604
2025-09-12 21:33:00,4653.8,4653.81,4652.41,4652.99,208.8136
2025-09-12 21:34:00,4652.93,4652.94,4650.76,4650.76,138.3357
2025-09-12 21:35:00,4652.0,4655.76,4651.77,4654.2,323.2322
2025-09-12 21:37:00,4653.3,4653.3,4653.3,4653.3,0.0
2025-09-12 21:38:00,4652.27,4652.27,4650.99,4651.0,110.3659
2025-09-12 21:39:00,4647.54,4647.54,4644.42,4645.17,236.6533
2025-09-12 21:40:00,4651.5,4655.21,4650.4,4655.19,228.4939
2025-09-12 21:41:00,4654.62,4654.63,4654.49,4654.49,32.6376
2025-09-12 21:42:00,4654.49,4654.5,4653.55,4653.56,73.3302
2025-09-12 21:43:00,4653.53,4653.54,4651.06,4651.07,36.2943
2025-09-12 21:44:00,4650.83,4650.83,4650.17,4650.17,50.6302
2025-09-12 21:45:00,4650.1,4650.14,4650.09,4650.1,149.0644
2025-09-12 21:46:00,4650.11,4650.11,4650.1,4650.1,84.7615
