timestamp,open,high,low,close,volume
2025-09-12 19:35:00,4634.01,4639.0,4633.11,4639.0,2478.8204
2025-09-12 19:35:00,4634.01,4639.71,4633.11,4637.07,2919.6187
2025-09-12 19:40:00,4638.84,4642.39,4638.84,4641.2,486.8193
2025-09-12 19:40:00,4638.84,4642.39,4637.48,4640.95,872.2752
2025-09-12 20:55:00,4678.01,4680.0,4677.36,4679.06,366.9252
2025-09-12 20:55:00,4678.01,4680.0,4675.72,4675.72,702.4738
2025-09-12 20:55:00,4678.01,4680.0,4668.49,4668.5,1300.0614
2025-09-12 20:55:00,4678.01,4680.0,4667.73,4667.74,1483.8417
2025-09-12 21:00:00,4670.48,4671.89,4670.0,4670.0,107.3834
2025-09-12 21:00:00,4670.48,4671.89,4659.33,4661.27,1547.7951
2025-09-12 21:00:00,4670.48,4671.89,4658.0,4658.46,2103.0482
2025-09-12 21:00:00,4670.48,4671.89,4657.84,4661.54,2527.9126
2025-09-12 21:00:00,4670.48,4671.89,4657.84,4661.42,2826.7916
2025-09-12 21:05:00,4661.69,4661.69,4660.28,4660.29,33.5664
2025-09-12 21:05:00,4661.69,4670.05,4658.58,4668.41,1136.1463
2025-09-12 21:05:00,4661.69,4670.05,4657.82,4657.82,1814.9828
2025-09-12 21:05:00,4661.69,4670.05,4657.17,4657.49,2756.764
2025-09-12 21:10:00,4658.27,4661.77,4657.68,4659.45,686.0211
2025-09-12 21:10:00,4658.27,4664.39,4657.68,4664.39,1237.1437
2025-09-12 21:10:00,4658.27,4668.81,4657.68,4667.52,1630.417
2025-09-12 21:10:00,4658.27,4668.81,4657.68,4668.8,1797.761
2025-09-12 21:15:00,4668.9,4671.04,4666.43,4666.44,162.833
2025-09-12 21:15:00,4668.9,4671.04,4664.64,4666.1,333.4618
2025-09-12 21:15:00,4668.9,4671.04,4664.64,4666.97,477.6662
2025-09-12 21:15:00,4668.9,4671.04,4664.64,4666.11,543.9616
2025-09-12 21:15:00,4668.9,4671.04,4664.0,4664.08,635.7409
2025-09-12 21:20:00,4663.92,4663.92,4661.71,4661.71,98.4666
2025-09-12 21:20:00,4663.92,4663.92,4659.0,4660.59,330.0417
2025-09-12 21:20:00,4663.92,4663.92,4659.0,4660.29,499.7951
2025-09-12 21:20:00,4663.92,4663.92,4659.0,4659.3,820.5606
2025-09-12 21:25:00,4659.2,4661.7,4659.2,4661.7,39.9869
2025-09-12 21:25:00,4659.2,4662.2,4659.2,4662.19,134.8351
2025-09-12 21:25:00,4659.2,4662.2,4659.2,4661.41,182.4757
2025-09-12 21:25:00,4659.2,4662.2,4655.04,4657.31,1374.1255
2025-09-12 21:30:00,4660.01,4660.01,4656.0,4656.0,623.5576
2025-09-12 21:30:00,4660.01,4660.01,4656.0,4656.36,737.7867
2025-09-12 21:30:00,4660.01,4660.01,4653.8,4653.8,1142.5569
2025-09-12 21:30:00,4660.01,4660.01,4652.41,4652.99,1398.9073
2025-09-12 21:30:00,4660.01,4660.01,4650.76,4650.92,1587.1449
2025-09-12 21:35:00,4652.0,4655.76,4651.77,4654.2,323.2322
2025-09-12 21:35:00,4652.0,4656.38,4651.77,4653.29,779.057
2025-09-12 21:35:00,4652.0,4656.38,4650.99,4651.0,1045.4849
2025-09-12 21:35:00,4652.0,4656.38,4644.42,4645.17,1801.0209
2025-09-12 21:40:00,4651.5,4655.21,4650.4,4655.19,228.4939
2025-09-12 21:40:00,4651.5,4655.21,4650.4,4654.49,322.7225
2025-09-12 21:40:00,4651.5,4655.21,4650.4,4653.56,413.4511
2025-09-12 21:40:00,4651.5,4655.21,4650.4,4651.07,505.1497
2025-09-12 21:40:00,4651.5,4655.21,4650.17,4650.17,641.4574
2025-09-12 21:45:00,4650.1,4650.14,4650.09,4650.1,149.0644
2025-09-12 21:45:00,4650.1,4650.14,4650.09,4650.1,236.3293
