timestamp,open,high,low,close,volume
2025-09-12 19:38:00,116517.31,116527.0,116517.3,116527.0,1.64323
2025-09-12 19:39:00,116533.05,116533.05,116533.04,116533.04,0.06528
2025-09-12 19:40:00,116531.96,116542.29,116531.95,116542.28,4.36154
2025-09-12 19:41:00,116506.72,116506.73,116487.12,116502.44,17.76306
2025-09-12 20:55:00,116306.66,116306.67,116296.63,116297.02,1.67555
2025-09-12 20:56:00,116272.62,116272.63,116272.62,116272.63,1.5618
2025-09-12 20:57:00,116272.52,116272.52,116191.49,116191.49,8.6848
2025-09-12 20:58:00,116191.49,116191.5,116140.04,116140.04,9.59969
2025-09-12 21:00:00,116157.34,116157.34,116157.33,116157.34,0.37729
2025-09-12 21:01:00,116054.82,116092.61,116054.82,116092.61,1.26546
2025-09-12 21:02:00,116038.01,116038.84,115977.05,115977.05,6.12942
2025-09-12 21:03:00,116009.62,116009.62,115989.0,115989.0,5.2176
2025-09-12 21:04:00,115990.3,115990.31,115986.36,115986.37,1.86587
2025-09-12 21:05:00,115958.39,115958.39,115941.17,115941.18,3.47911
2025-09-12 21:06:00,115938.87,115968.2,115938.87,115968.0,4.59294
2025-09-12 21:07:00,115923.98,115923.99,115921.14,115921.14,0.3898
2025-09-12 21:09:00,115948.0,115948.0,115909.25,115909.26,3.61557
2025-09-12 21:10:00,115913.22,115947.99,115913.22,115947.98,3.49296
2025-09-12 21:12:00,115997.61,115997.61,115997.6,115997.6,0.2716
2025-09-12 21:13:00,116058.81,116058.82,116052.58,116052.58,1.21908
2025-09-12 21:14:00,116052.59,116070.27,116052.58,116070.27,2.03746
2025-09-12 21:15:00,116089.27,116106.03,116072.13,116072.13,6.60741
2025-09-12 21:16:00,116079.45,116084.51,116079.45,116084.5,0.29112
2025-09-12 21:17:00,116095.3,116113.35,116095.29,116113.35,0.51365
2025-09-12 21:18:00,116113.35,116113.35,116103.96,116103.96,1.48386
2025-09-12 21:19:00,116080.01,116080.02,116069.97,116069.98,0.48157
2025-09-12 21:20:00,116091.02,116091.03,116020.73,116020.74,12.85262
2025-09-12 21:22:00,115991.51,115991.52,115991.51,115991.52,0.12529
2025-09-12 21:23:00,116001.99,116001.99,116001.98,116001.98,0.22802
2025-09-12 21:24:00,116001.99,116001.99,116001.98,116001.98,0.42806
2025-09-12 21:25:00,116001.98,116001.99,116001.98,116001.99,0.68142
2025-09-12 21:26:00,115995.61,115995.62,115987.0,115987.0,5.59569
2025-09-12 21:26:00,115995.61,115995.62,115987.0,115987.0,6.27176
2025-09-12 21:29:00,115957.0,115957.01,115956.99,115957.0,0.55831
2025-09-12 21:30:00,115974.39,115974.39,115974.38,115974.38,2.04754
2025-09-12 21:31:00,115974.38,115974.38,115948.4,115948.41,2.91453
2025-09-12 21:32:00,115948.4,115948.41,115948.4,115948.41,0.76145
2025-09-12 21:33:00,115948.41,115948.41,115941.16,115941.17,2.55375
2025-09-12 21:34:00,115941.17,115941.17,115922.38,115922.38,4.03895
2025-09-12 21:35:00,115928.5,115940.32,115928.5,115940.32,2.8454
2025-09-12 21:36:00,115940.32,115940.32,115940.31,115940.31,0.62108
2025-09-12 21:38:00,115928.94,115928.94,115900.0,115900.0,7.4905
2025-09-12 21:39:00,115897.65,115897.66,115897.1,115897.1,0.06517
2025-09-12 21:40:00,115897.1,115905.9,115859.18,115905.9,11.5656
2025-09-12 21:41:00,115905.9,115905.9,115905.89,115905.9,1.00711
2025-09-12 21:42:00,115905.89,115905.9,115905.89,115905.9,0.10584
2025-09-12 21:43:00,115905.89,115905.9,115905.89,115905.9,1.1099
2025-09-12 21:44:00,115886.17,115886.17,115854.99,115855.0,7.75469
2025-09-12 21:45:00,115855.0,115855.0,115752.68,115769.95,33.71887
2025-09-12 21:46:00,115772.98,115772.99,115772.5,115772.51,2.97399
